문장,target
제가 여기동호회에 재현오빠 클럽을 만들었거든요..,0
서로 의식하게 되고 좋아하게 된 시기가 겹쳐서 너무 신기해요,0
궁금해서 여기 눈팅하고있는데 이거 너무 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
 글정리같은거랄까 그냥 깔끔한걸 좋아해요 ..,0
24년동안 결심못했던 다이어트 김혜수님 덕분에 2주 넘게 다이어트중!,0
무조건 증정이니 해볼만 한 이벤트같네요~,0
헬스장 몇년 다녀보니까 느끼는건데새해 첫 평일에는 사람들이 엄청 많습니다ㅋ,0
안녕하세요~^-^!,0
오늘 판에 들어와 보았는데 메인에 있어서 놀랐어요^^,0
 응원할게요~새해복 많이 받으세요!! ㅋㅋ,0
  항상 팬들이 응원하고잇답니다..,0
연아선수 너무너무 수고많았어요!!!,0
서용빈선수가 1루로복귀한다니 참으로 기쁜소식이군요.,0
 생일 진심으로 축하하고 좋은 하루 보내요^^,0
생일 축하합니다~~!!,0
생일축하해요!,0
2일 후면 예디 팬 된지 딱 1년 되네요ㅎㅎ,0
 우와 이번활동 많~이 수고했어요ㅠㅠ,0
  오늘 너무 자랑스럽구요...,0
3월내내 맴버들 생일이 없어서 축하글 오랜만에 써요ㅠㅠ,0
  다시한번 추카추카~~,0
유재석 Jr.의 탄생을 축하드려요~,0
"이번 해투는 가요제이후로 절 젤로 웃긴, 도니님다운 몸개그와 언변이었다고 생각합니다!",0
  백주부님  파이팅 입니다 ^^,0
 나오신다길래 조아서 히히히 다보구 이름을 쳐봤는데 펜카페가나오드라구요^^!,0
언제어디서나 기분 좋게 바라 볼수 있는분!!,0
 진심으로 생일축하한다,0
오늘밤 SBS 11시 25분 첫방송~!!!,0
 생일축하해 찬아♡ 아!,0
 김.진.선.도니오빠 참 조아요.///^-^,0
 아시아투어 건강하게잘갔다와요!!,0
백선생님요리 정말제미있어요.,0
만능간장으로 채소요리도 쉽게~~,0
백주부님 덕분에 요리가 갈수록 스피드하고 맛이 있어지는거 같아요~^^*,0
유재석 오라버니 하늘이 파랗게 있으니 날씨가 좋더라고요,0
안병원선수의 LG팬으로써 진심으로 축하 드리구여.,0
 꼭 본방사수해서 시청잘할께요^^,0
 그리고 실검 1위도 축하해요????,0
나도 용빈이에요!!!,0
메.찾.사 를 개설한지 5주년이 됐네요 ! ,0
앞으로도 무한도전에서 더욱더 좋은 모습 재미있는 모습 기대 할게요~>ㅁ<,0
진심으로 생일 추카드려요!!!,0
"슈아!생일축하해 ,,",0
병규형은 언제나 최고였고 앞으로도최고의 선수일거예요.,0
아 오늘 생일이네요 ㅋㅋ,0
화이팅!!!,0
"재석오빠, 오늘 무도 정말재밌게 봤어요 ㅎㅎ!!",0
세봉이들!오늘 드디어 데뷔600일~~~,0
 덕을 보네요,0
요리 프로그램이 한 다음날은 우리집메뉴가풍성해집니다.,0
대기록 달성 축하해요.,0
 승관군 오늘 공카 왔다 갔죠~,0
민규야아아아아아아아아ㅏㅏㅏㅏㅏㅏㅏㅏㅏ진짜넘넘 진심으로 너의 탄생일을 추카한다ㅠㅠㅠㅠ,0
웃고 싶을땐 형돈이 형만 보는듯..ㅋㅋㅋㅋ),0
 오빠이 생일축하해요!!!,0
 역시 정한이오빠 생일이니까 사진은 오랜만에 정한오빠 짧은머리로~,0
새해가 밝네요,0
와우진짜 오랜만에여기왓어요ㅠㅠ,0
 데뷔한지 얼마안된것 같지만 벌써 1주년이 지나고 오빠도 데뷔하고 두번째 생일이네요.,0
티비에서 자주뵈니 좋습니다,0
제가 오빠를 좋아한건 94년 오빠가 데뷔했을때죠!,0
  그렇게 최고 자리에 있으면서도 끊임 없이 발전하는 모습이 너무 보기 좋네요...,0
그리고 새해 복많이 받으세염 ㅋㅋㅋ,0
형돈형님 사실이면 축하드립니다,0
생일 축하 드리고요~~,0
마음이지만 정말로 생일 축하드립니다.,0
항상 건강하시고이번 우승 축하합니다^^**,0
백주부님은 사람을 즐겁게 만드는행복 바이러스..ㅎ,0
그럼 내일을위해 고고싱!! ㅋ,0
어제 자기전만해도 18등이였는데 지금 4등이나 올랐어요 !,0
내일부터 추석연휴에요~~  오빠!!,0
 오늘은 벌써 제가 오빠를 좋아하게된지 90일!!,0
 >_<  정말정말 열심히 하는 모습 보기 좋습니다.,0
방송에서 본 모습이 넘 좋아보여요.,0
이쁜 석민아♡,0
     (세상에 어떤일이 있더라도 저에게 있어서는 연아양이 최고입니다.!!),0
  홧팅!^^,0
이찬오빠 생일축하해요♡,0
오빠안녕하세요!,0
만능간장으로 꽈리고추 볶음 무지맛나서맛들려서 매일 해먹구요,0
95년도에 일본과 친선경기때 처음 유지현선수를 보고 펜이되었습니다.,0
글~구 생일 축하혀유~~~^^,0
그러니깐내가 초4학년때부터 형을 좋아했어요!!,0
 오늘은 해투 촬영날이자 무도 하는 날!!,0
백쌤 얼굴만 봐도 절로 입가에 미소가~,0
 마지막으로 다시 700일 축하해요????,0
컴백까지 건강챙기시고 멋있는모습으로 만나요?,0
역시 만채오빨 알아보시는 분이 계시군여..^^,0
   독특한 억양이 너무  멋있습니다,0
일단 400일 축하해!!,0
역시 기대를 져버리지 않네요.,0
2010 올림픽이 열릴 벤쿠버 경기장에선사대륙 첫 우승!!,0
아이스쇼로 스트레스가 날아갔어요~,0
 이번 아이스쇼에 갔었어요!!!,0
 그래서 손지환선수도 조아해요.......,0
 그럼 저는 티켓팅하러!!,0
앞으로도 영원히 '유재석'이라는 사람을 사랑할것을 맹세합니다,0
세상에 하나뿐인 든든한 총괄리더 승철아생일 축하해.,0
연아선수!!! 화이팅!!!ㅎㅎ,0
주말이 되면 무도 볼 생각에 진짜 좋더라고요유느님 활약 기대됩니다,0
LG화이팅....김민기 화이팅,0
 글남겨요 ㅋㅋ,0
     그렇게 살다보면 언젠가는 사람들이 알아주는 날이 오는법이다.,0
다시 한번 정말 축하드립니다~!!,0
 내일모레가 방학이예요!!!,0
 생일 축하해♥♥,0
오빠 아까 해투 잘봣어요ㅋㅋ,0
 내일 데뷔 1주년이니까 멤버들 전체한테 한번 적으러 올께요,0
생일축하해요!!,0
오늘 저녁시간에도 백주부님 만세요~~~,0
무한도전 지피지기!!,0
글해도 1kg이 빠져써혀~,0
오빠 21번째 생일 정말축하해요,0
오빠들 일위축하해요!!!!,0
시간이 늦었지만 오빠 생일축하해!!,0
 진심으로 축하해 준휘!,0
저는 취미로 요리를 좋아하는 사람인데....제가 평소에 원했던 프로그램입니다.,0
 백종원님 덕분에 아빠들의 요리 솜씨가 상향 평준화되어 버려서 제 희소성이 떨어져 버렸거든요.,0
엘지 팟팅!,0
존재자체만으로 큰기쁨이였어요,0
 너무 축하드려요 ㅠㅠ,0
그리고 요즘에 너무 뿌듯해요..,0
 다음번에는 꼭 1위시켜드릴수있도록 노력하겠습니다♥,0
 팬들을 위해서 열심히 싸워 주십시오....^^,0
 오늘 짱이었어요~,0
세븐틴 만세만세만만세!!!,0
 다비켜 우리준휘오빠가 최고야ㅜㅜㅜ,0
축하합니다~ 축하합니다~,0
 세븐틴에게 지금이 소중한 추억으로 기억되고 있는 것 같아 내가 다 뿌듯하네ㅎㅎ,0
 정말 생일 축하해요,0
 앞으로는 다이아길만 걷게 해줄게요!!,0
어제 전주 삼성문회회관에서콘서트 봤지요.,0
유재석 오라버니 또 다시 5월 셋째 주가 시작 하네요,0
 오빠 졸업 축하하구!!,0
 우리함께 가요 !,0
 챔피언답습니다!,0
3:2로 삼성에 지고 있다가 양준혁 선수가솔로 홈런으로 동점을 만들었네요.,0
런데빌런은 최고!^^,0
진심으로 축하합니다.,0
새해 복많이 받으시고올해도 건강하시고홧팅하세요^^,0
백종원의 3대천왕 프로로 영입한다네요,0
 화이팅!!!!!!!!!!,0
텔레비젼에서  수다떨떼나 에드립할떼  눈 웃움이 멋저요  ^^^,0
 오늘 저는 정말 힐링을 했어요!!,0
김재현과 이병규 그리고 02년도 부터 두각을 보이는 선수들 또한 돌아온 이상훈이 가세한다면..,0
정말 기쁨돠⊙.,0
연아언니가 한 경기를 매일 되풀이 하며 보고 있습니다.,0
그래서 바로 다음카페를 가입하고 메찾사를 가입했습니다~,0
 이번에 꼭 1위 시켜줄게요 ♡,0
"백종원 팬 카페지기님,차 한잔 마시며 잠시 휴식을 취하려 할때방안의 다른친구 TV를 켜면 자주 눈에 띄시네요.반갑습니다.",0
 항상 기다릴테니까!,0
도니오빠~~~이 기세로~~~2008년에도~~~ 한 자리 하는거야~~~!!!,0
"제가 가입한지 얼마 안되고, 제가 그렇게 열렬히 카페 활동하지 않지만,  가입했다는 것 만으로도 기분 좋은 거요..",0
앞으로 더욱 멋진 모습 기대할께용ㅋㅋㅋㅋㅋㅋㅋㅋ,0
좋아 올해는 뭔가 필이 온다^^,0
광주엔 계속 비가온다던데..,0
두손 꼭 잡고 들었어요.,0
  언제까지나 응원하고 기억할께요!!!^^,0
 연습생때는 그냥 빨리 데뷔했으면 좋겠다했는데 이젠 일위도하고 너무 자랑스럽당!!,0
방송 잘보고 있습니다..,0
"각자 21살, 20살 생일이네요 ,,!",0
아 귀여웡~~~~이번엔 꼭 보러가야징,0
후반으로갈수록 존잼 ㅎ,0
결과와 관계없이..그저 멤버들이..즐겁고 행복하게 원없이 활동하는 모습..보고싶네요!!ㅎㅎ,0
에이 날도 더운데 여친이랑 시원한 모텔이나 가야겠다 ㅎㅎ,0
냠냠냠 모든 음식은 맛있게 먹어야 합니다.특히 야식,0
대박^*^은근히 섹시한 보검계속 기다리게됨 ㅎ,0
정유라 댓글 보고 있는 모양임. 죄다 반대 하나씩ㅋㅋㅋ,0
대호혼자서 던지고 치고 받고 다하겠구나^♡^~,0
윤아 연기 잘하고 이쁘고 매력있어~~!,0
그 이후로 다 폭망..ㅋㅋㅋㅋㅋ,0
ㅎㅎㅎ예쁜 아기랑 행복하게 사세요~~~,0
힘내세요 김승회 선수,0
아싸 슈요일 개이득 ㅎㅎ,0
임신 축하드려요 지영누나,0
오늘 너무 웃겨서 앞니 빠지는줄 알았음! 서장훈 눈치보며 흘린밥풀주워먹고 조세호 표정 ㅋㅋ,0
오늘 너무 웃겼어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
주모!! 연중무휴입니까??,0
왜 난 말하는데 당황하는 모습에 개웃겼는데 ㅋㅋㅋㅋ,0
역시 설날엔 설날두,0
라틀리프 성실하고 묵묵하고 좋지,0
오 이거 보자마자 대박을 외쳤슴,0
대한민국에서 김종민 모르는사람듵있을까요,0
진짜 맨유시절 호날두가 역대 최고의 크랙이지...... 기가 막혔는대 진짜 ㅋㅋㅋ,0
어 ?짱구 엉덩이네 울라울라,0
그 와중에 게임하는 천명훈 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아진짜 w존잼이었다,0
"기아가 내년에 우승하겠군요, 축하합니다.",0
와 대박 지디 화이팅^^,0
말로웃겨서 큰소리로웃게한아저씨가 처음,0
김비서님이 나쁜놈이아니라 넘나 좋은거~~,0
공동수상 진심으로 축하합니다!!,0
꼬쑵은 참기름 냄새가 솔솔,0
역도요정재밌음ㅋㅋㅋ,0
ㅋㅋㅋㅋㅋ 생각만해도 웃낌 기대되요 김종민씨화이팅!,0
연기 폭망하고 먹고살기 힘들지? ㅋㅋ,0
조윤선 제2에 최순실 될려고 한거같은데 감방동기됬네,0
어멋? 언냐들 이 기사 너무 조은데 어터카지 냐하~,0
자전거가최고,0
보성형님.. 의리 !!!,0
근데 진짜 잘생겼네ㅋㅋ 원빈급이다,0
ㅋㅋㅋ 이따가 또가야짘ㅋㅋㅋ,0
아...윤균상이라니...이건 정말 신의 한수예요!!,0
사진 절묘하게 잘골랐네ㅋㅋㅋ,0
정말 기다려지네요.대장 쵝오^^,0
진짜 제일 좋아하는 야구선수 김병현 . 진심 멋지다.,0
조만간 김신욱 보려 스카웃터들 한국 방문할듯ㅎ,0
올해 최고 의학드라마는 태양의 후예~ ㅇㅇ,0
이거 성공하면 우리나라 캐릭터하나 건지는거임!!!,0
이런거 넘 좋아ㅋㅋㅋㅋ 허준재 질투 귀여울 것 같음ㅋㅋㅋㅋ,0
갓현주연기좋아요♡♡,0
내가 왔어요 ~ 꺄,0
축하드립니다. ㅋㅋ,0
금토가 젤로 기다려지는1인 입니다넘 잼나요,0
이러다 힐러리 무투표 당선되는거 아니냐 ㅋㅋㅋㅋㅋ,0
능력 있는 어른의 모습.. 멋있어요♡,0
다행이다. 또 충돌 일어날까봐 10일부터 끌고왔는데 못들어오게 하면 더 열받아서 뭔 일 나는데 법원 잘했네..잘했어. 아저씨들 고생하셨어요. 다치지마세요.,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ자신있네 금요일이라했다?,0
스마트폰 꼭 봐야 편하다 왜냐 스마트폰은 내 친구니까 스마트폰 하트,0
손지창 홧팅,0
걸그룹대첩보다 이게 훨씬 더 재미있다,0
좋앗어 우리동네에 호날두오신다,0
계주는 역시 방탄소년단!!!,0
능력자의 메뚜기 바지 벗길때 가장기억에 남는다. ㅋㅋㅋㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ,0
예쁘게 사는배우네.,0
기아 타이거즈~!!!♡♡♡,0
유부녀 축하합니다 ^^,0
아침부터 로또번호 불러주네...ㅋㅋ,0
드디어...,0
김정민 김구라 잘 어울리는데 그냥 결혼해라 ㅎㅎ,0
송민호 무도입성이라니!!! 꺄~~~~,0
역시 한국이 제일 안전해 ^.^,0
메시는 그닥 노잼일거같고... 그냥 섭외한다면 섭외능력에 감탄할뿐 솔직히 재미는 없을거같다.. 족구하고 물공헤딩하고 그런거하고 끝나겠지.. 오히려 베어그릴스랑 메기잡기는 꿀잼일거같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
항상 응원하고있어요~!,0
둘다 자알 생겨따^^,0
JTBC 같은 언론이 있기에 저러는 거다.,0
K pop 스타 마지막이라 그런가 참가자 실력도 좋고 완전 꿀잼^^,0
싼맛 엘지굿....경험자임..,0
착하고 열심히 하는게 다른 자질보다 백번 낫다,0
올만에 훈훈한 뉴스네요~,0
"결방은 싫지만 연속방송 해주고, 스페셜도 보여준다니그냥 넘어가야지^^",0
ㅋㅋㅋㅋㅋㅋ 진짜 호주가서 외국인들이랑 같이 롤하는데 한국사람이라서 영어 잘 못한다니까 한국사람? 페이커아냐고 물어봄 무조건 ㅋㅋㅋㅋㅋㅋ 두유노 김치 수준 ㅋㅋㅋ,0
어디서나 인정받는 이준기 배우님 자랑스러워요!!???,0
역시 우린 짱깨와 다른 민족이었어.,0
축하드립니다 !!!!!!,0
혼자 식사 하기엔 곰탕이 최고??,0
콘서트 와이프 손잡고 가자고 해야겠다.,0
이청아 이기우 너무잘어울리고 이쁜커플 ㅎㅎ,0
선동렬급 ㅋㅋㅋㅋㅋㅋㅋㅋ 존내 웃기다 ㅋㅋㅋㅋㅋ,0
원인규명이 되었다니 다행이네요. 보완작업 잘하고 기능추가해서 완벽한 갤노트8이 빨리 나오길 기다리고 있겠습니다.,0
이렇게 보니까 잘 어울린다♥,0
간만에 좋은소식 들어서 기분 좋네요.,0
오늘날잡압았어 날씨 끝짱이다. 5000천만 집결,0
다저스 큰일났네 ㅋㅋ,0
좋은 연기 보여주세요 응원 합니다^^,0
ㅎㅎ 슬슬 생길 때 됐지,0
탁재훈님 짱!!! ㅋ,0
너무재미있음 오늘보러갔다왔는데..또보고싶음,0
잼나네 ㅋㅋ,0
박영선 위원 정말 사이다입니다.. 멋지십니다.,0
준비 잘해서 좋은 멤버들이랑 데뷔했으면 좋겠다!! 도댕 응원합니다!!,0
처음엔 음악대장의 팬이었다면 이젠 국카스텐의팬이다,0
저런거 고소해서 합의금 뜯으면 꿀^^,0
블핑이들 축하해~~~!!,0
싱그러운 청춘사극 분위기 너무 좋고 눈호강도 제대로 한다ㅋㅋㅋㅋ,0
이런거보면 헬조선이긴한데 한국에서 태어난걸 감사해야되는구나,0
레고는 시티 시리즈가 꿀잼이었는데 ㅋㅋㅋ 도로 판 사서 건물들 세워놓고,0
빨리꺼지세요~~속이시원하다,0
겜방가서 광클해서 대기 4600명 뚫고 성공,0
악 박명수씨인줄 ㅎㅎ,0
앞으로는 행복하렴.,0
젝키 신곡 지붕킥하자!!!!!!!,0
평화로운 시위로 믿음을 만들었기에 가능했다고 봅니다!,0
엘지 추카해요 기아몫까지 최선을 다해 좋은결과얻길^^,0
그래 아주 잘했어요,0
시상식 3대기획사 찬치인데 올해 Yg에 부재 방탄이 좋은기회를 받았네요.,0
오늘치킨시켜먹어야지ㅈㅈ,0
Sk에서 시구까지하고 이미 그는 sk레전드입니다,0
호구든 거품이든 뒷돈이든 난모르겠고 영입 참 잘했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
15년전 영종도 칼국수 집에서 뵜었는데..건강하세요^^~♡♡♡,0
고유어는 아름답다!,0
아바타 3부터는 VR로 즐길듯..기대되네..,0
전복 이름 지어준거 겁나웃김ㅋㅋㅋㅋㅋㅋㅋㅋ 마이클이라닠ㅋㅋㅋㅋㅋㅋㅋ,0
아이유보다 혜리가낫다!,0
김구라.확실한부정 웃겨요ㅋ,0
조윤선 조만간 구속수사?ㅋ,0
내 아들도 재학생(군복무중)으로 자랑스럽내요,0
뒷북 꿀잼 ㅋㅋㅋㅋ,0
낼 한화 승 기아 엘쥐 패하면 재밋어지겟다 ㅋㅋ,0
굿... 꿩먹고 알먹고 누이좋고 매부좋고,0
2007년 전국의 텔미열풍은 잊을수없다,0
